1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES,,,,,,,,,,,,,,,,,
3170,Tennessee,TN,6,n/a,,,,,Party Votes:,D,"21,752",,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,Tennessee,TN,6,H8TN06060,,Chris,Baker,"Baker, Chris",,I,n/a,,,,"66,764",25.58%,,,,,,,,,,,,,,,,,,,,,,
3172,Tennessee,TN,6,H2TN15015,,Steven L.,Edmondson,"Edmondson, Steven L.",,W(R),723,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,Tennessee,TN,6,n/a,,,,,Party Votes:,R,723,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,Tennessee,TN,6,n/a,,,,,District Votes:,,"22,475",,,,"261,028",,,,,,,,,,,,,,,,,,,,,,,
3175,Tennessee,TN,7,H2TN06030,(I),Marsha,Blackburn,"Blackburn, Marsha",,R,"30,997",61.97%,,,"217,332",68.58%,,,,,,,,,,,,,,,,,,,,,,
3176,Tennessee,TN,7,H8TN07043,,Tom,Leatherwood,"Leatherwood, Tom",,R,"19,025",38.03%,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,Tennessee,TN,7,n/a,,,,,Party Votes:,R,"50,022",,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,Tennessee,TN,7,H6TN07096,,Randy G.,Morris,"Morris, Randy G.",,D,"12,003",77.25%,,,"99,549",31.42%,,,,,,,,,,,,,,,,,,,,,,
3179,Tennessee,TN,7,H8TN07050,,James ,Tomasik,"Tomasik, James ",,D,"3,535",22.75%,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,Tennessee,TN,7,n/a,,,,,Party Votes:,D,"15,538",,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,Tennessee,TN,7,n/a,,,,,District Votes:,,"65,560",,,,"316,881",,,,,,,,,,,,,,,,,,,,,,,
3182,Tennessee,TN,8,H8TN08033,(I),John,Tanner,"Tanner, John",,D,"24,844",100.00%,,,"180,465",99.97%,,,,,,,,,,,,,,,,,,,,,,
3183,Tennessee,TN,8,n/a,,,,,Party Votes:,D,"24,844",,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,Tennessee,TN,8,H2TN08077,,James,Hart,"Hart, James",,W(R)/W,23,100.00%,,,54,0.03%,,,,,,,,,,,,,,,,,,,,,,
3185,Tennessee,TN,8,n/a,,,,,Party Votes:,R,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,Tennessee,TN,8,n/a,,,,,District Votes:,,"24,867",,,,"180,519",,,,,,,,,,,,,,,,,,,,,,,
3187,Tennessee,TN,9,H6TN09068,(I),Steve,Cohen,"Cohen, Steve",,D,"50,306",79.36%,,,"198,798",87.85%,,,,,,,,,,,,,,,,,,,,,,
3188,Tennessee,TN,9,H6TN09209,,Nikki,Tinker,"Tinker, Nikki",,D,"11,817",18.64%,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,Tennessee,TN,9,H8TN09098,,Joe,"Town, Jr.","Town, Jr., Joe",,D,914,1.44%,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,Tennessee,TN,9,H8TN09080,,James,Gregory,"Gregory, James",,D,180,0.28%,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,Tennessee,TN,9,H8TN09023,,Isaac,Richmond,"Richmond, Isaac",,D,172,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,Tennessee,TN,9,n/a,,,,,Party Votes:,D,"63,389",,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,Tennessee,TN,9,H6TN09381,,Jake,Ford,"Ford, Jake",,I,,,,,"11,003",4.86%,,,,,,,,,,,,,,,,,,,,,,
3194,Tennessee,TN,9,H8TN09064,,Dewey,Clark,"Clark, Dewey",,I,n/a,,,,"10,047",4.44%,,,,,,,,,,,,,,,,,,,,,,
3195,Tennessee,TN,9,H8TN09072,,"Mary Taylor Shelby""""""ary ""Taylor Sh""""ry ""Taylo""""y ""Ta"""" """"""""",Wright,"Wright, Mary Taylor Shelby""""""right"," Mary ""T""""i""",,I,n/a,,,,"6,434",2.84%,,,,,,,,,,,,,,,,,,,,,
3196,Tennessee,TN,9,n/a,,,,,District Votes:,,"63,389",,,,"226,282",,,,,,,,,,,,,,,,,,,,,,,
3197,Tennessee,TN,H,n/a,,,,,Total House Votes:,,"430,461",,,,"2,301,885",,,,,,,,,,,,,,,,,,,,,,,
3198,Tennessee,TN,S,S2TN00058,(I),Lamar,Alexander,"Alexander, Lamar",,R,"244,222",100.00%,,,"1,579,477",65.14%,,,,,,,,,,,,,,,,,,,,,,
3199,Tennessee,TN,S,n/a,,,,,Party Votes:,R,"244,222",,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,Tennessee,TN,S,S8TN00238,,Robert D.,Tuke,"Tuke, Robert D.",,D,"59,050",32.21%,,,"767,236",31.64%,,,,,,,,,,,,,,,,,,,,,,
3201,Tennessee,TN,S,S2TN00082,,Gary G.,Davis,"Davis, Gary G.",,D,"39,119",21.34%,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,Tennessee,TN,S,S8TN00246,,Wm Mike,Padgett,"Padgett, Wm Mike",,D,"33,471",18.26%,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,Tennessee,TN,S,S8TN00279,,Mark E.,Clayton,"Clayton, Mark E.",,D,"32,309",17.62%,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,Tennessee,TN,S,S8TN00261,,Kenneth,Eaton,"Eaton, Kenneth",,D,"14,702",8.02%,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,Tennessee,TN,S,S8TN00287,,Leonard D.,Ladner,"Ladner, Leonard D.",,D,"4,697",2.56%,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,Tennessee,TN,S,n/a,,,,,Party Votes:,D,"183,348",,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,Tennessee,TN,S,S8TN00295,,Edward L.,Buck,"Buck, Edward L.",,I,n/a,,,,"31,631",1.30%,,,,,,,,,,,,,,,,,,,,,,
3208,Tennessee,TN,S,S2TN00090,,Christopher G.,Fenner,"Fenner, Christopher G.",,I,n/a,,,,"11,073",0.46%,,,,,,,,,,,,,,,,,,,,,,
3209,Tennessee,TN,S,S8TN00253,,Daniel Towers,Lewis,"Lewis, Daniel Towers",,I,n/a,,,,"9,367",0.39%,,,,,,,,,,,,,,,,,,,,,,
3210,Tennessee,TN,S,S6TN00315,,Chris ,Lugo,"Lugo, Chris ",,I,n/a,,,,"9,170",0.38%,,,,,,,,,,,,,,,,,,,,,,
3211,Tennessee,TN,S,S8TN00303,,Ed ,Lawhorn,"Lawhorn, Ed ",,I,n/a,,,,"8,986",0.37%,,,,,,,,,,,,,,,,,,,,,,
3212,Tennessee,TN,S,S6TN00299,,David,Gatchell,"Gatchell, David",,I,n/a,,,,"7,645",0.32%,,,,,,,,,,,,,,,,,,,,,,
3213,Tennessee,TN,S,n/a,,,,,Total Senate Votes:,,"427,570",,,,"2,424,585",,,,,,,,,,,,,,,,,,,,,,,
3214,Texas,TX,1,H4TX04039,(I),Louie,Gohmert,"Gohmert, Louie",,R,"49,035",100.00%,,,"189,012",87.58%,,,,,,,,,,,,,,,,,,,,,,
3215,Texas,TX,1,n/a,,,,,Party Votes:,R,"49,035",,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,Texas,TX,1,H6TX01196,,Roger L.,Owen,"Owen, Roger L.",,I,n/a,,,,"26,814",12.42%,,,,,,,,,,,,,,,,,,,,,,
3217,Texas,TX,1,n/a,,,,,District Votes:,,"49,035",,,,"215,826",,,,,,,,,,,,,,,,,,,,,,,
3218,Texas,TX,2,H4TX02108,(I),Ted,Poe,"Poe, Ted",,R,"36,562",100.00%,,,"175,101",88.92%,,,,,,,,,,,,,,,,,,,,,,
3219,Texas,TX,2,n/a,,,,,Party Votes:,R,"36,562",,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,Texas,TX,2,H8TX02042,,Craig,Wolfe,"Wolfe, Craig",,LBT,C,,,,"21,813",11.08%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3221,Texas,TX,2,n/a,,,,,District Votes:,,"36,562",,,,"196,914",,,,,,,,,,,,,,,,,,,,,,,
3222,Texas,TX,3,H2TX03118,(I),Sam,Johnson,"Johnson, Sam",,R,"36,050",86.93%,,,"170,742",59.75%,,,,,,,,,,,,,,,,,,,,,,
3223,Texas,TX,3,H8TX03065,,Harry,Pierce,"Pierce, Harry",,R,"3,466",8.36%,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,Texas,TX,3,H8TX03040,,Wayne,Avellanet,"Avellanet, Wayne",,R,"1,952",4.71%,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,Texas,TX,3,n/a,,,,,Party Votes:,R,"41,468",,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,Texas,TX,3,H8TX03032,,Tom,Daley,"Daley, Tom",,D,"33,592",71.63%,,,"108,693",38.03%,,,,,,,,,,,,,,,,,,,,,,
3227,Texas,TX,3,H8TX03057,,Ronald E. (Ron),Minkow,"Minkow, Ronald E. (Ron)",,D,"13,305",28.37%,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,Texas,TX,3,n/a,,,,,Party Votes:,D,"46,897",,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,Texas,TX,3,H2TX27117,,Christopher J.,Claytor,"Claytor, Christopher J.",,LBT,C,,,,"6,348",2.22%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3230,Texas,TX,3,n/a,,,,,District Votes:,,"88,365",,,,"285,783",,,,,,,,,,,,,,,,,,,,,,,
3231,Texas,TX,4,H0TX04037,(I),Ralph M.,Hall,"Hall, Ralph M.",,R,"41,764",73.39%,,,"206,906",68.80%,,,,,,,,,,,,,,,,,,,,,,
3232,Texas,TX,4,H8TX04105,,Kathy,Seei,"Seei, Kathy",,R,"5,835",10.25%,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,Texas,TX,4,H4TX04062,,Gene,Christensen,"Christensen, Gene",,R,"5,492",9.65%,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,Texas,TX,4,H8TX04113,,Kevin,George,"George, Kevin",,R,"2,965",5.21%,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,Texas,TX,4,H8TX04121,,Joshua,Kowert,"Kowert, Joshua",,R,852,1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,Texas,TX,4,n/a,,,,,Party Votes:,R,"56,908",,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,Texas,TX,4,H6TX04083,,Glenn,Melancon,"Melancon, Glenn",,D,"37,416",57.40%,,,"88,067",29.28%,,,,,,,,,,,,,,,,,,,,,,
3238,Texas,TX,4,H8TX04139,,VaLinda,Hathcox,"Hathcox, VaLinda",,D,"27,766",42.60%,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,Texas,TX,4,n/a,,,,,Party Votes:,D,"65,182",,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,Texas,TX,4,H8TX04147,,Fred,Annett,"Annett, Fred",,LBT,C,,,,"5,771",1.92%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3241,Texas,TX,4,n/a,,,,,District Votes:,,"122,090",,,,"300,744",,,,,,,,,,,,,,,,,,,,,,,
3242,Texas,TX,5,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",,R,"45,803",100.00%,,,"162,894",83.59%,,,,,,,,,,,,,,,,,,,,,,
3243,Texas,TX,5,n/a,,,,,Party Votes:,R,"45,803",,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,Texas,TX,5,H8TX05052,,Ken,Ashby,"Ashby, Ken",,LBT,C,,,,"31,967",16.41%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3245,Texas,TX,5,n/a,,,,,District Votes:,,"45,803",,,,"194,861",,,,,,,,,,,,,,,,,,,,,,,
3246,Texas,TX,6,H4TX06117,(I),Joe,Barton,"Barton, Joe",,R,"42,054",100.00%,,,"174,008",62.02%,,,,,,,,,,,,,,,,,,,,,,
3247,Texas,TX,6,n/a,,,,,Party Votes:,R,"42,054",,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,Texas,TX,6,H8TX06142,,Ludwig,Otto,"Otto, Ludwig",,D,"33,021",50.82%,,,"99,919",35.61%,,,,,,,,,,,,,,,,,,,,,,
3249,Texas,TX,6,H8TX06134,,Steve,Bush,"Bush, Steve",,D,"31,959",49.18%,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,Texas,TX,6,n/a,,,,,Party Votes:,D,"64,980",,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,Texas,TX,6,H8TX06159,,"Max W., III",Koch,"Koch, Max W., III",,LBT,C,,,,"6,655",2.37%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3252,Texas,TX,6,n/a,,,,,District Votes:,,"107,034",,,,"280,582",,,,,,,,,,,,,,,,,,,,,,,
3253,Texas,TX,7,H0TX07055,(I),John,Culberson,"Culberson, John",,R,"44,477",100.00%,,,"162,635",55.90%,,,,,,,,,,,,,,,,,,,,,,
3254,Texas,TX,7,n/a,,,,,Party Votes:,R,"44,477",,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,Texas,TX,7,H8TX07074,,Michael,Skelly,"Skelly, Michael",,D,"55,771",100.00%,,,"123,242",42.36%,,,,,,,,,,,,,,,,,,,,,,
3256,Texas,TX,7,n/a,,,,,Party Votes:,D,"55,771",,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,Texas,TX,7,H8TX07066,,Drew,Parks,"Parks, Drew",,LBT,C,G,,,"5,057",1.74%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3258,Texas,TX,7,n/a,,,,,District Votes:,,"100,248",,,,"290,934",,,,,,,,,,,,,,,,,,,,,,,
3259,Texas,TX,8,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",,R,"51,011",100.00%,,,"207,128",72.56%,,,,,,,,,,,,,,,,,,,,,,
3260,Texas,TX,8,n/a,,,,,Party Votes:,R,"51,011",,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,Texas,TX,8,H8TX08056,,Kent,Hargett,"Hargett, Kent",,D,"55,817",100.00%,,,"70,758",24.79%,,,,,,,,,,,,,,,,,,,,,,
3262,Texas,TX,8,n/a,,,,,Party Votes:,D,"55,817",,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,Texas,TX,8,H8TX08064,,Brian,Stevens,"Stevens, Brian",,LBT,C,,,,"7,565",2.65%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3264,Texas,TX,8,n/a,,,,,District Votes:,,"106,828",,,,"285,451",,,,,,,,,,,,,,,,,,,,,,,
3265,Texas,TX,9,H4TX09095,(I),Al,Green,"Green, Al",,D,"73,657",100.00%,,,"143,868",93.65%,,,,,,,,,,,,,,,,,,,,,,
3266,Texas,TX,9,n/a,,,,,Party Votes:,D,"73,657",,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,Texas,TX,9,H8TX09112,,Brad,Walters,"Walters, Brad",,LBT,C,,,,"9,760",6.35%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3268,Texas,TX,9,n/a,,,,,District Votes:,,"73,657",,,,"153,628",,,,,,,,,,,,,,,,,,,,,,,
3269,Texas,TX,10,H4TX10093,(I),Michael T.,McCaul,"McCaul, Michael T.",,R,"44,214",100.00%,,,"179,493",53.89%,,,,,,,,,,,,,,,,,,,,,,
3270,Texas,TX,10,n/a,,,,,Party Votes:,R,"44,214",,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,Texas,TX,10,H8TX10052,,Larry Joe,Doherty,"Doherty, Larry Joe",,D,"51,977",61.11%,,,"143,719",43.15%,,,,,,,,,,,,,,,,,,,,,,
3272,Texas,TX,10,H8TX10060,,Dan,Grant,"Grant, Dan",,D,"33,072",38.89%,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,Texas,TX,10,n/a,,,,,Party Votes:,D,"85,049",,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,Texas,TX,10,H8TX10078,,Matt,Finkel,"Finkel, Matt",,LBT,C,,,,"9,871",2.96%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3275,Texas,TX,10,n/a,,,,,District Votes:,,"129,263",,,,"333,083",,,,,,,,,,,,,,,,,,,,,,,
3276,Texas,TX,11,H4TX19136,(I),Mike,Conaway,"Conaway, Mike",,R,"61,409",100.00%,,,"189,625",88.33%,,,,,,,,,,,,,,,,,,,,,,
3277,Texas,TX,11,n/a,,,,,Party Votes:,R,"61,409",,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,Texas,TX,11,H8TX11084,,John R.,Strohm,"Strohm, John R.",,LBT,C,,,,"25,051",11.67%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3279,Texas,TX,11,n/a,,,,,District Votes:,,"61,409",,,,"214,676",,,,,,,,,,,,,,,,,,,,,,,
3280,Texas,TX,12,H6TX12060,(I),Kay,Granger,"Granger, Kay",,R,"49,374",100.00%,,,"181,662",67.59%,,,,,,,,,,,,,,,,,,,,,,
3281,Texas,TX,12,n/a,,,,,Party Votes:,R,"49,374",,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,Texas,TX,12,H8TX12058,,Tracey,Smith,"Smith, Tracey",,D,"48,975",100.00%,,,"82,250",30.60%,,,,,,,,,,,,,,,,,,,,,,
3283,Texas,TX,12,n/a,,,,,Party Votes:,D,"48,975",,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,Texas,TX,12,H8TX12066,,Shiloh Sidney,Shambaugh,"Shambaugh, Shiloh Sidney",,LBT,C,,,,"4,842",1.80%,,,,,"* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3285,Texas,TX,12,n/a,,,,,District Votes:,,"98,349",,,,"268,754",,,,,,,,,,,,,,,,,,,,,,,
3286,Texas,TX,13,H4TX13014,(I),Mac,Thornberry,"Thornberry, Mac",,R,"56,807",100.00%,,,"180,078",77.65%,,,,,,,,,,,,,,,,,,,,,,
3287,Texas,TX,13,n/a,,,,,Party Votes:,R,"56,807",,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,Texas,TX,13,H6TX13100,,Roger James,Waun,"Waun, Roger James",,D,"35,649",100.00%,,,"51,841",22.35%,,,,,,,,,,,,,,,,,,,,,,
3289,Texas,TX,13,n/a,,,,,Party Votes:,D,"35,649",,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,Texas,TX,13,n/a,,,,,District Votes:,,"92,456",,,,"231,919",,,,,,,,,,,,,,,,,,,,,,,
3291,Texas,TX,14,H6TX22101,(I),Ron,Paul,"Paul, Ron",,R,"37,777",70.43%,,,"191,293",100.00%,,,,,,,,,,,,,,,,,,,,,,
3292,Texas,TX,14,H8TX14112,,W. Chris,Peden,"Peden, W. Chris",,R,"15,859",29.57%,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,Texas,TX,14,n/a,,,,,Party Votes:,R,"53,636",,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,Texas,TX,14,n/a,,,,,District Votes:,,"53,636",,,,"191,293",,,,,,,,,,,,,,,,,,,,,,,
3295,Texas,TX,15,H6TX15055,(I),RubÌ©n,Hinojosa,"Hinojosa, RubÌ©n",,D,"77,227",100.00%,,,"107,578",65.71%,,,,,,,,,,,,,,,,,,,,,,
3296,Texas,TX,15,n/a,,,,,Party Votes:,D,"77,227",,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,Texas,TX,15,H6TX15113,,Eddie,Zamora,"Zamora, Eddie",,R,"8,370",100.00%,,,"52,303",31.95%,,,,,,,,,,,,,,,,,,,,,,
3298,Texas,TX,15,n/a,,,,,Party Votes:,R,"8,370",,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,Texas,TX,15,H8TX15044,,Gricha,Raether,"Raether, Gricha",,LBT,C,,,,"3,827",2.34%,,,,,,,,,,,,,,,,,,,,,,
3300,Texas,TX,15,n/a,,,,,District Votes:,,"85,597",,,,"163,708",,,,,,,,,,,,,,,,,,,,,,,
3301,Texas,TX,16,H6TX00115,(I),Silvestre,Reyes,"Reyes, Silvestre",,D,"75,058",80.42%,,,"130,375",82.14%,,,,,,,,,,,,,,,,,,,,,,
3302,Texas,TX,16,H2TX18041,,Jorge,Artalejo,"Artalejo, Jorge",,D,"18,274",19.58%,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,Texas,TX,16,n/a,,,,,Party Votes:,D,"93,332",,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,Texas,TX,16,H6TX16111,,"Benjamin Eloy Ben""""""enja""",Mendoza,"Mendoza, Benjamin Eloy Ben""""""endo""",,I,n/a,,,,"16,348",10.30%,,,,,,,,,,,,,,,,,,,,,,
3305,Texas,TX,16,H8TX16067,,Mette A.,Baker,"Baker, Mette A.",,LBT,C,,,,"12,000",7.56%,,,,,,,,,,,,,,,,,,,,,,
3306,Texas,TX,16,n/a,,,,,District Votes:,,"93,332",,,,"158,723",,,,,,,,,,,,,,,,,,,,,,,
3307,Texas,TX,17,H8TX06035,(I),Chet,Edwards,"Edwards, Chet",,D,"60,557",100.00%,,,"134,592",52.98%,,,,,,,,,,,,,,,,,,,,,,
3308,Texas,TX,17,n/a,,,,,Party Votes:,D,"60,557",,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,Texas,TX,17,H8TX17107,,Rob,Curnock,"Curnock, Rob",,R,"44,448",100.00%,,,"115,581",45.50%,,,,,,,,,,,,,,,,,,,,,,
3310,Texas,TX,17,n/a,,,,,Party Votes:,R,"44,448",,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,Texas,TX,17,H6TX12128,,Gardner C.,Osborne,"Osborne, Gardner C.",,LBT,C,,,,"3,849",1.52%,,,,,,,,,,,,,,,,,,,,,,
3312,Texas,TX,17,n/a,,,,,District Votes:,,"105,005",,,,"254,022",,,,,,,,,,,,,,,,,,,,,,,
3313,Texas,TX,18,H4TX18054,(I),Sheila Jackson,Lee,"Lee, Sheila Jackson",,D,"78,161",100.00%,,,"148,617",77.32%,,,,,,,,,,,,,,,,,,,,,,
3314,Texas,TX,18,n/a,,,,,Party Votes:,D,"78,161",,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,Texas,TX,18,H8TX18139,,John,Faulk,"Faulk, John",,R,"5,638",78.56%,,,"39,095",20.34%,,,,,,,,,,,,,,,,,,,,,,
3316,Texas,TX,18,H8TX18147,,T.J.,Baker Holm,"Baker Holm, T.J.",,R,"1,539",21.44%,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,Texas,TX,18,n/a,,,,,Party Votes:,R,"7,177",,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,Texas,TX,18,H8TX18154,,Mike,Taylor,"Taylor, Mike",,LBT,C,,,,"4,486",2.33%,,,,,,,,,,,,,,,,,,,,,,
3319,Texas,TX,18,n/a,,,,,District Votes:,,"85,338",,,,"192,198",,,,,,,,,,,,,,,,,,,,,,,
3320,Texas,TX,19,H4TX19102,(I),Randy,Neugebauer,"Neugebauer, Randy",,R,"54,099",100.00%,,,"168,501",72.44%,,,,,,,,,,,,,,,,,,,,,,
3321,Texas,TX,19,n/a,,,,,Party Votes:,R,"54,099",,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,Texas,TX,19,H8TX19087,,Dwight,Fullingim,"Fullingim, Dwight",,D,"26,966",61.63%,,,"58,030",24.95%,,,,,,,,,,,,,,,,,,,,,,
3323,Texas,TX,19,H8TX19095,,Rufus,Mark,"Mark, Rufus",,D,"16,786",38.37%,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,Texas,TX,19,n/a,,,,,Party Votes:,D,"43,752",,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,Texas,TX,19,H4TX19235,,"Richard Chip""""""ichar""",Peterson,"Peterson, Richard Chip""""""eters""",,LBT,C,,,,"6,080",2.61%,,,,,,,,,,,,,,,,,,,,,,
3326,Texas,TX,19,n/a,,,,,District Votes:,,"97,851",,,,"232,611",,,,,,,,,,,,,,,,,,,,,,,
3327,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzalez,"Gonzalez, Charles A.",,D,"52,245",100.00%,,,"127,298",71.90%,,,,,,,,,,,,,,,,,,,,,,
3328,Texas,TX,20,n/a,,,,,Party Votes:,D,"52,245",,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,Texas,TX,20,H8TX20135,,Robert,Litoff,"Litoff, Robert",,R,"10,409",100.00%,,,"44,585",25.18%,,,,,,,,,,,,,,,,,,,,,,
3330,Texas,TX,20,n/a,,,,,Party Votes:,R,"10,409",,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,Texas,TX,20,H8TX28039,,Michael,Idrogo,"Idrogo, Michael",,LBT,C,G,,,"5,172",2.92%,,,,,,,,,,,,,,,,,,,,,,
3332,Texas,TX,20,n/a,,,,,District Votes:,,"62,654",,,,"177,055",,,,,,,,,,,,,,,,,,,,,,,
3333,Texas,TX,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",,R,"64,350",100.00%,,,"243,471",80.00%,,,,,,,,,,,,,,,,,,,,,,
3334,Texas,TX,21,H6TX21178,,James Arthur,Strohm,"Strohm, James Arthur",,LBT,C,G,,,"60,879",20.00%,,,,,,,,,,,,,,,,,,,,,,
3335,Texas,TX,21,n/a,,,,,Party Votes:,R,"64,350",,,,,,,,,,,,,,,,,,,,,,,,,,,
