1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
1240,IN,Indiana,6,H6IN06024,,George Thomas,Holland,"Holland, George Thomas",,D,"8,851",20.65%,,,,,,,,,,,
1241,IN,Indiana,6,H6IN06172 ,,Bruce W.,Peavler,"Peavler, Bruce W.",,D,"4,897",11.42%,,,,,,,,,,,
1242,IN,Indiana,6,H6IN06156,,Ralph,Spelbring,"Spelbring, Ralph",,D,"3,385",7.90%,,,,,,,,,,,
1243,IN,Indiana,6,n/a,,,,,Party Votes:,D,"42,865",,,,,,,,,,,,
1244,IN,Indiana,6,H6IN06214,,Rich,Turvey,"Turvey, Rich",,LIB,*,,,,"12,330",4.16%,,,,,,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.",
1245,IN,Indiana,6,n/a,,,,,District Votes:,,"161,103",,,,"296,385",,,,,,,,
1246,IN,Indiana,6,n/a,,,,,,,,,,,,,,,,,,,
1247,IN,Indiana,7,H8IN07184,(I),Andrí© D.,Carson,"Carson, Andrí© D.",,D,"70,006",85.64%,,,"158,739",59.98%,,,,,W,,
1248,IN,Indiana,7,H4IN07159,,Curtis D.,Godfrey,"Godfrey, Curtis D.",,D,"8,306",10.16%,,,,,,,,,,,
1249,IN,Indiana,7,H6IN07337,,Pierre Quincy,Pullins,"Pullins, Pierre Quincy",,D,"3,435",4.20%,,,,,,,,,,,
1250,IN,Indiana,7,n/a,,,,,Party Votes:,D,"81,747",,,,,,,,,,,,
1251,IN,Indiana,7,H8IN07259,,Catherine (CAT),Ping,"Ping, Catherine (CAT)",,R,"30,514",53.07%,,,"94,456",35.69%,,,,,,,
1252,IN,Indiana,7,H8IN07150,,"Wayne Gunny""""""ayne """"""""",Harmon,"Harmon, Wayne Gunny""""""armon",",,R,16","955""",29.49%,,,,,,,,,,,,
1253,IN,Indiana,7,H2IN07096,,JD,Miniear,"Miniear, JD",,R,"10,031",17.45%,,,,,,,,,,,
1254,IN,Indiana,7,n/a,,,,,Party Votes:,R,"57,500",,,,,,,,,,,,
1255,IN,Indiana,7,H6IN07386,,Drew,Thompson,"Thompson, Drew",,LIB,*,,,,"11,475",4.34%,,,,,,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.",
1256,IN,Indiana,7,n/a,,,,,District Votes:,,"139,247",,,,"264,670",,,,,,,,
1257,IN,Indiana,7,n/a,,,,,,,,,,,,,,,,,,,
1258,IN,Indiana,8,H0IN08114 ,(I),Larry D.,Bucshon,"Bucshon, Larry D.",,R,"72,889",65.05%,,,"187,702",63.69%,,,,,W,,
1259,IN,Indiana,8,H6IN08228 ,,Richard,Moss,"Moss, Richard",,R,"39,168",34.95%,,,,,,,,,,,
1260,IN,Indiana,8,n/a,,,,,Party Votes:,R,"112,057",,,,,,,,,,,,
1261,IN,Indiana,8,H6IN08244,,Ron,Drake,"Drake, Ron",,D,"29,270",50.05%,,,"93,356",31.68%,,,,,,,
1262,IN,Indiana,8,H6IN08236,,David,Orentlicher,"Orentlicher, David",,D,"29,206",49.95%,,,,,,,,,,,
1263,IN,Indiana,8,n/a,,,,,Party Votes:,D,"58,476",,,,,,,,,,,,
1264,IN,Indiana,8,H2IN07088,,Andrew,Horning,"Horning, Andrew",,LIB,*,,,,"13,655",4.63%,,,,,,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.",
1265,IN,Indiana,8,n/a,,,,,District Votes:,,"170,533",,,,"294,713",,,,,,,,
1266,IN,Indiana,8,n/a,,,,,,,,,,,,,,,,,,,
1267,IN,Indiana,9,H6IN09176 ,,Trey,Hollingsworth,"Hollingsworth, Trey",,R,"40,767",33.55%,,,"174,791",54.14%,,,,,W,,
1268,IN,Indiana,9,H6IN09143 ,,Erin,Houchin,"Houchin, Erin",,R,"30,396",25.01%,,,,,,,,,,,
1269,IN,Indiana,9,H6IN09135 ,,Greg,Zoeller,"Zoeller, Greg",,R,"26,554",21.85%,,,,,,,,,,,
1270,IN,Indiana,9,H6IN09150,,Brent,Waltz,"Waltz, Brent",,R,"15,759",12.97%,,,,,,,,,,,
1271,IN,Indiana,9,H6IN09200 ,,Robert ,Hall,"Hall, Robert ",,R,"8,036",6.61%,,,,,,,,,,,
1272,IN,Indiana,9,n/a,,,,,Party Votes:,R,"121,512",,,,,,,,,,,,
1273,IN,Indiana,9,H2IN09167 ,,Shelli ,Yoder,"Yoder, Shelli ",,D,"44,253",70.11%,,,"130,627",40.46%,,,,,,,
1274,IN,Indiana,9,H6IN09184,,Bob ,Kern,"Kern, Bob ",,D,"7,298",11.56%,,,,,,,,,,,
1275,IN,Indiana,9,H6IN09192,,"James R., Jr.",McClure,"McClure, James R., Jr.",,D,"6,574",10.42%,,,,,,,,,,,
1276,IN,Indiana,9,H4IN09098,,Bill,Thomas,"Thomas, Bill",,D,"4,990",7.91%,,,,,,,,,,,
1277,IN,Indiana,9,n/a,,,,,Party Votes:,D,"63,115",,,,,,,,,,,,
1278,IN,Indiana,9,H6IN09218,,Russell,Brooksbank,"Brooksbank, Russell",,LIB,*,,,,"17,425",5.40%,,,,,,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.",
1279,IN,Indiana,9,n/a,,,,,District Votes:,,"184,627",,,,"322,843",,,,,,,,
1280,IN,Indiana,9,n/a,,,,,,,,,,,,,,,,,,,
1281,IN,Indiana,H,n/a,,,,,Total State Votes:,,"1,467,391",,,,"2,658,367",,,,,,,,
1282,,,,n/a,,,,,,,,,,,,,,,,,,,
1283,IA,Iowa,,n/a,,,,,,,,,,,,,,,,,,,
1284,IA,Iowa,1,H2IA01055,(I),Rod,Blum,"Blum, Rod",,R,"13,411",99.35%,,,"206,903",53.74%,,,,,W,,
1285,IA,Iowa,1,n/a,,,Scattered,Scattered,,W(R),88,0.65%,,,,,,,,,,,
1286,IA,Iowa,1,n/a,,,,,Party Votes:,R,"13,499",,,,,,,,,,,,
1287,IA,Iowa,1,H4IA01077,,Monica,Vernon,"Vernon, Monica",,D,"21,032",67.50%,,,"177,403",46.08%,,,,,,,
1288,IA,Iowa,1,H4IA01069,,Pat,Murphy,"Murphy, Pat",,D,"10,090",32.38%,,,,,,,,,,,
1289,IA,Iowa,1,n/a,,,Scattered,Scattered,,D,38,0.12%,,,,,,,,,,,
1290,IA,Iowa,1,n/a,,,,,Party Votes:,D,"31,160",,,,,,,,,,,,
1291,IA,Iowa,1,n/a,,,Scattered,Scattered,,W,,,,,671,0.17%,,,,,,,
1292,IA,Iowa,1,n/a,,,,,District Votes:,,"44,659",,,,"384,977",,,,,,,,
1293,IA,Iowa,1,n/a,,,,,,,,,,,,,,,,,,,
1294,IA,Iowa,2,H6IA02146,(I),Dave,Loebsack,"Loebsack, Dave",,D,"23,738",99.01%,,,"198,571",53.66%,,,,,W,,
1295,IA,Iowa,2,n/a,,,Scattered,Scattered,,D,238,0.99%,,,,,,,,,,,
1296,IA,Iowa,2,n/a,,,,,Party Votes:,D,"23,976",,,,,,,,,,,,
1297,IA,Iowa,2,H6IA02161,,Christopher,Peters,"Peters, Christopher",,R,"14,987",99.29%,,,"170,933",46.19%,,,,,,,
1298,IA,Iowa,2,n/a,,,Scattered,Scattered,,R,107,0.71%,,,,,,,,,,,
1299,IA,Iowa,2,n/a,,,,,Party Votes:,R,"15,094",,,,,,,,,,,,
1300,IA,Iowa,2,n/a,,,Scattered,Scattered,,W,,,,,528,0.14%,,,,,,,
1301,IA,Iowa,2,n/a,,,,,District Votes:,,"39,070",,,,"370,032",,,,,,,,
1302,IA,Iowa,2,n/a,,,,,,,,,,,,,,,,,,,
1303,IA,Iowa,3,H4IA03115,(I),David,Young,"Young, David",,R,"17,977",84.78%,,,"208,598",53.45%,,,,,W,,
1304,IA,Iowa,3,H4IA03123,,Joe,Grandanette,"Grandanette, Joe",,R,"3,143",14.82%,,,,,,,,,,,
1305,IA,Iowa,3,n/a,,,Scattered,Scattered,,W(R),85,0.40%,,,,,,,,,,,
1306,IA,Iowa,3,n/a,,,,,Party Votes:,R,"21,205",,,,,,,,,,,,
1307,IA,Iowa,3,H4IA04113,,Jim,Mowrer,"Mowrer, Jim",,D,"13,024",49.55%,,,"155,002",39.71%,,,,,,,
1308,IA,Iowa,3,H6IA03243,,Mike,Sherzan,"Sherzan, Mike",,D,"9,573",36.42%,,,,,,,,,,,
1309,IA,Iowa,3,H6IA03235,,Desmund,Adams,"Adams, Desmund",,D,"3,650",13.89%,,,,,,,,,,,
1310,IA,Iowa,3,n/a,,,Scattered,Scattered,,D,38,0.14%,,,,,,,,,,,
1311,IA,Iowa,3,n/a,,,,,Party Votes:,D,"26,285",,,,,,,,,,,,
1312,IA,Iowa,3,H4IA03149,,Bryan Jack,Holder,"Holder, Bryan Jack",,LIB,,,,,"15,372",3.94%,,,,,,,
1313,IA,Iowa,3,H6IA03250,,Claudia,Addy,"Addy, Claudia",,NNE,,,,,"6,348",1.63%,,,,,,,
1314,IA,Iowa,3,H4IA03123,,Joe,Grandanette,"Grandanette, Joe",,NNE,,,,,"4,518",1.16%,,,,,,,
1315,IA,Iowa,3,H4IA01069,,Pat,Murphy,"Murphy, Pat",,D,,,,,,0.00%,,,,,,,
1316,IA,Iowa,3,n/a,,,Scattered,Scattered,,W,,,,,449,0.12%,,,,,,,
1317,IA,Iowa,3,n/a,,,,,District Votes:,,"47,490",,,,"390,287",,,,,,,,
1318,IA,Iowa,4,H2IA05072,(I),Steve,King,"King, Steve",,R,"29,098",64.63%,,,"226,719",61.23%,,,,,W,,
1319,IA,Iowa,4,H6IA04142,,Rick,Bertrand,"Bertrand, Rick",,R,"15,872",35.26%,,,,,,,,,,,
1320,IA,Iowa,4,n/a,,,Scattered,Scattered,,W(R),49,0.11%,,,,,,,,,,,
1321,IA,Iowa,4,n/a,,,,,Party Votes:,R,"45,019",,,,,,,,,,,,
1322,IA,Iowa,4,H6IA04134,,Kim,Weaver,"Weaver, Kim",,D,"12,738",99.52%,,,"142,993",38.62%,,,,,,,
1323,IA,Iowa,4,n/a,,,Scattered,Scattered,,D,62,0.48%,,,,,,,,,,,
1324,IA,Iowa,4,n/a,,,,,Party Votes:,D,"12,800",,,,,,,,,,,,
1325,IA,Iowa,4,n/a,,,Scattered,Scattered,,W,,,,,547,0.15%,,,,,,,
1326,IA,Iowa,4,n/a,,,,,District Votes:,,"57,819",,,,"370,259",,,,,,,,
1327,IA,Iowa,4,n/a,,,Scattered,Scattered,,D,,,,,,,,,,,,,
1328,IA,Iowa,4,n/a,,,,,,,,,,,,,,,,,,,
1329,IA,Iowa,4,n/a,,,Scattered,Scattered,,W(R),,,,,,,,,,,,,
1330,IA,Iowa,H,n/a,,,,,Total State Votes:,,"189,038",,,,"1,515,555",,,,,,,,
1331,,,,n/a,,,,,,,,,,,,,,,,,,,
1332,KS,Kansas,,n/a,,,,,,,,,,,,,,,,,,,
1333,KS,Kansas,,n/a,,,,,,,,,,,,,,,,,,,
1334,KS,Kansas,1,H6KS01179 ,,Roger,Marshall,"Marshall, Roger",,R,"59,889",56.56%,,,"169,992",65.90%,,,,,W,,
1335,KS,Kansas,1,H6KS01146,(I),Tim,Huelskamp,"Huelskamp, Tim",,R/W,"45,997",43.44%,,,874,,,,,,,,
1336,KS,Kansas,1,n/a,,,,,Party Votes:,R,"105,886",,,,,,,,,,,,
1337,KS,Kansas,1,H4KS01059,,Alan,LaPolice,"LaPolice, Alan",,IND,,,,,"67,739",26.26%,,,,,,,
1338,KS,Kansas,1,H6KS01187,,Kerry,Burt,"Burt, Kerry",,LIB,*,,,,"19,366",7.51%,,,,,,"* The Libertarian Party nominated by convention on April 30, 2016.  Convention nominees are noted with an asterisk.",
1339,KS,Kansas,1,n/a,,,,,District Votes:,,"105,886",,,,"257,971",,,,,,,,
1340,KS,Kansas,1,n/a,,,,,,,,,,,,,,,,,,,
1341,KS,Kansas,2,H8KS02090 ,(I),Lynn,Jenkins,"Jenkins, Lynn",,R,"54,958",100.00%,,,"181,228",60.94%,,,,,W,,
1342,KS,Kansas,2,n/a,,,,,Party Votes:,R,"54,958",,,,,,,,,,,,
1343,KS,Kansas,2,H6KS02250 ,,Britani,Potter,"Potter, Britani",,D,"24,383",100.00%,,,"96,840",32.56%,,,,,,,
1344,KS,Kansas,2,n/a,,,,,Party Votes:,Dæ,"24,383",,,,,,,,,,,,
1345,KS,Kansas,2,H6KS02268,,James Houston,Bales,"Bales, James Houston",,LIB,*,,,,"19,333",6.50%,,,,,,"* The Libertarian Party nominated by convention on April 30, 2016.  Convention nominees are noted with an asterisk.",
1346,KS,Kansas,2,n/a,,,,,District Votes:,,"79,341",,,,"297,401",,,,,,,,
1347,KS,Kansas,2,n/a,,,,,,,,,,,,,,,,,,,
1348,KS,Kansas,3,H0KS03137 ,(I),Kevin,Yoder,"Yoder, Kevin",,R,"37,681",63.60%,,,"176,022",51.30%,,,,,W,,
1349,KS,Kansas,3,H6KS03233,,Greg,Goode,"Goode, Greg",,R,"21,563",36.40%,,,,,,,,,,,
1350,KS,Kansas,3,n/a,,,,,Party Votes:,R,"59,244",,,,,,,,,,,,
1351,KS,Kansas,3,H6KS03241,,Jay,Sidie,"Sidie, Jay",,Dæ,"13,879",41.53%,,,"139,300",40.60%,,,,,,,
1352,KS,Kansas,3,H6KS03217 ,,NathanielŒæW.,McLaughlin,"McLaughlin, NathanielŒæW.",,Dæ,"12,105",36.22%,,,,,,,,,,,
1353,KS,Kansas,3,H4KS03170,,Reggie,Marselus,"Marselus, Reggie",,Dæ,"7,435",22.25%,,,,,,,,,,,
1354,KS,Kansas,3,n/a,,,,,Party Votes:,Dæ,"33,419",,,,,,,,,,,,
1355,KS,Kansas,3,H6KS03225,,Steven A.,Hohe,"Hohe, Steven A.",,LIB,*,,,,"27,791",8.10%,,,,,,"* The Libertarian Party nominated by convention on April 30, 2016.  Convention nominees are noted with an asterisk.",
1356,KS,Kansas,3,n/a,,,,,,,,,,,,,,,,,,,
1357,KS,Kansas,3,n/a,,,,,District Votes:,,"92,663",,,,"343,113",,,,,,,,
1358,KS,Kansas,3,n/a,,,,,,,,,,,,,,,,,,,
1359,KS,Kansas,4,H0KS04051,(I),Michael,Pompeo,"Pompeo, Michael",,R,"56,808",100.00%,,,"166,998",60.67%,,,,,W,,
1360,KS,Kansas,4,n/a,,,,,Party Votes:,R,"56,808",,,,,,,,,,,,
1361,KS,Kansas,4,H6KS04165,,Daniel B.,Giroux,"Giroux, Daniel B.",,D,"9,489",51.50%,,,"81,495",29.61%,,,,,,,
1362,KS,Kansas,4,H0KS04101,,Robert Leon,Tillman,"Tillman, Robert Leon",,D,"8,936",48.50%,,,,,,,,,,,
1363,KS,Kansas,4,n/a,,,,,Party Votes:,D,"18,425",,,,,,,,,,,,
1364,KS,Kansas,4,H6KS04173,,Miranda,Allen,"Allen, Miranda",,IND,,,,,"19,021",6.91%,,,,,,,
1365,KS,Kansas,4,H6KS04181,,Gorden J.,Bakken,"Bakken, Gorden J.",,LIB,*,,,,"7,737",2.81%,,,,,,"* The Libertarian Party nominated by convention on April 30, 2016.  Convention nominees are noted with an asterisk.",
1366,KS,Kansas,4,n/a,,,,,District Votes:,,"75,233",,,,"275,251",,,,,,,,
1367,KS,Kansas,4,n/a,,,,,,,,,,,,,,,,,,,
1368,KS,Kansas,H,n/a,,,,,Total State Votes:,,"353,123",,,,"1,173,736",,,,,,,,
1369,,,,n/a,,,,,,,,,,,,,,,,,,,
1370,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,,
1371,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,,
1372,KY,Kentucky,01 - FULL TERM,n/a,,,,,,,,,,,,,,,,,,,
1373,KY,Kentucky,01 - FULL TERM,H6KY01110,,James R.,Comer,"Comer, James R.",,R,"24,342",60.59%,,,"216,959",72.56%,,,,,W,,
1374,KY,Kentucky,01 - FULL TERM,H6KY01128,,Mike,Pape,"Pape, Mike",,R,"9,357",23.29%,,,,,,,,,,,
1375,KY,Kentucky,01 - FULL TERM,H6KY01102,,Jason,Batts,"Batts, Jason",,R,"5,578",13.88%,,,,,,,,,,,
1376,KY,Kentucky,01 - FULL TERM,H6KY01144,,"Miles A., Jr.",Caughey,"Caughey, Miles A., Jr.",,R,896,2.23%,,,,,,,,,,,
1377,KY,Kentucky,01 - FULL TERM,n/a,,,,,Party Votes:,R,"40,173",,,,,,,,,,,,
1378,KY,Kentucky,01 - FULL TERM,H4KY01073,,Samuel L.,Gaskins,"Gaskins, Samuel L.",,D,Unopposed,,,,"81,710",27.33%,,,,,,,
1379,KY,Kentucky,01 - FULL TERM,H6KY01151,,Terry,McIntosh,"McIntosh, Terry",,W,,,,,332,0.11%,,,,,,,
1380,KY,Kentucky,01 - FULL TERM,n/a,,,,,District Votes:,,"40,173",,,,"299,001",,,,,,,,
1381,KY,Kentucky,01 - FULL TERM,n/a,,,,,,,,,,,,,,,,,,,
1382,KY,Kentucky,01 - UNEXPIRED TERM,n/a,,,,,,,,,,,,,,,,,,,
1383,KY,Kentucky,01 - UNEXPIRED TERM,H6KY01110,,James R.,Comer,"Comer, James R.",,R,*,,,,"209,810",72.19%,,,,,W,*  James Comer and Samuel Gaskins were nominated for the special election in accordance with party rules.,
1384,KY,Kentucky,1 - UNEXPIRED TERM,H4KY01073,,Samuel L.,Gaskins,"Gaskins, Samuel L.",,D,*,,,,"80,813",27.81%,,,,,,*  James Comer and Samuel Gaskins were nominated for the special election in accordance with party rules.,
1385,KY,Kentucky,1 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,"290,623",,,,,,,,
1386,KY,Kentucky,1 - UNEXPIRED TERM,n/a,,,,,,,,,,,,,,,,,,,
1387,KY,Kentucky,2,H8KY02031,(I),S. Brett,Guthrie,"Guthrie, S. Brett",,R,Unopposed,,,,"251,825",100.00%,,,,,W,,
1388,KY,Kentucky,2,n/a,,,,,District Votes:,,,,,,"251,825",,,,,,,,
1389,KY,Kentucky,2,n/a,,,,,,,,,,,,,,,,,,,
1390,KY,Kentucky,3,H6KY03124,(I),John A.,Yarmuth,"Yarmuth, John A.",,D,Unopposed,,,,"212,401",63.50%,,,,,W,,
1391,KY,Kentucky,3,H6KY03173,,Harold,Bratcher,"Bratcher, Harold",,R,"9,578",44.53%,,,"122,093",36.50%,,,,,,,
1392,KY,Kentucky,3,H6KY03181,,Everett,Corley,"Corley, Everett",,R,"7,857",36.53%,,,,,,,,,,,
1393,KY,Kentucky,3,H2KY03164,,"Robert L., Jr.",DeVore,"DeVore, Robert L., Jr.",,R,"4,075",18.94%,,,,,,,,,,,
1394,KY,Kentucky,3,n/a,,,,,Party Votes:,R,"21,510",,,,,,,,,,,,
1395,KY,Kentucky,3,n/a,,,,,District Votes:,,"21,510",,,,"334,494",,,,,,,,
1396,KY,Kentucky,3,n/a,,,,,,,,,,,,,,,,,,,
1397,KY,Kentucky,4,H2KY04121,(I),Thomas,Massie,"Massie, Thomas",,R,Unopposed,,,,"233,922",71.32%,,,,,W,,
1398,KY,Kentucky,4,H6KY04106 ,,Calvin,Sidle,"Sidle, Calvin",,D,Unopposed,,,,"94,065",28.68%,,,,,,,
1399,KY,Kentucky,4,n/a,,,,,District Votes:,,,,,,"327,987",,,,,,,,
1400,KY,Kentucky,4,n/a,,,,,,,,,,,,,,,,,,,
1401,KY,Kentucky,5,H0KY05015,(I),"Harold Hal""""""arol""",Rogers,"Rogers, Harold Hal""""""oger""",,R,"35,984",82.43%,,,"221,242",100.00%,,,,,W,,
1402,KY,Kentucky,5,H6KY05137,,"John, Jr.",Burk,"Burk, John, Jr.",,R,"7,669",17.57%,,,,,,,,,,,
1403,KY,Kentucky,5,n/a,,,,,Party Votes:,R,"43,653",,,,,,,,,,,,
1404,KY,Kentucky,5,n/a,,,,,District Votes:,,"43,653",,,,"221,242",,,,,,,,
1405,KY,Kentucky,5,n/a,,,,,,,,,,,,,,,,,,,
1406,KY,Kentucky,6,H0KY06104,(I),Andy,Barr,"Barr, Andy",,R,"25,212",84.55%,,,"202,099",61.09%,,,,,W,,
1407,KY,Kentucky,6,H6KY06135,,Roger Q.,Brill,"Brill, Roger Q.",,R,"4,608",15.45%,,,,,,,,,,,
1408,KY,Kentucky,6,n/a,,,,,Party Votes:,R,"29,820",,,,,,,,,,,,
1409,KY,Kentucky,6,H6KY06127,,Nancy Jo,Kemper,"Kemper, Nancy Jo",,D,"63,440",80.09%,,,"128,728",38.91%,,,,,,,
1410,KY,Kentucky,6,H4KY06163,,"Geoffrey M. Geoff""""""eoffre""",Young,"Young, Geoffrey M. Geoff""""""oung"," """,,D,"15,772",19.91%,,,,,,,,,,
1411,KY,Kentucky,6,n/a,,,,,Party Votes:,D,"79,212",,,,,,,,,,,,
1412,KY,Kentucky,6,n/a,,,,,District Votes:,,"109,032",,,,"330,827",,,,,,,,
1413,KY,Kentucky,6,n/a,,,,,,,,,,,,,,,,,,,
1414,KY,Kentucky,H,n/a,,,,,Total State Votes:,,"214,368",,,,"2,055,999",,,,,,,,
1415,,,,n/a,,,,,,,,,,,,,,,,,,,
1416,LA,Louisiana,,n/a,,,,,,,,,,,,,,,,,,,
1417,LA,Louisiana,1,H0LA01087,(I),Steve,Scalise,"Scalise, Steve",,R,,,,,"243,645",74.56%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1418,LA,Louisiana,1,H4LA01147,,Lee Ann,Dugas,"Dugas, Lee Ann",,D,,,,,"41,840",12.80%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1419,LA,Louisiana,1,H6LA01209,,Danil Ezekiel,Faust,"Faust, Danil Ezekiel",,D,,,,,"12,708",3.89%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1420,LA,Louisiana,1,H6LA01225,,Howard,Kearney,"Kearney, Howard",,LIB,,,,,"9,405",2.88%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1421,LA,Louisiana,1,H6LA01217,,"Joseph Joe""""""osep""",Swider,"Swider, Joseph Joe""""""wide""",,D,,,,,"9,237",2.83%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1422,LA,Louisiana,1,H4LA05098,,Eliot,Barron,"Barron, Eliot",,GRE,,,,,"6,717",2.06%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1423,LA,Louisiana,1,H6LA01233,,Chuemai,Yang,"Yang, Chuemai",,NPA,,,,,"3,236",0.99%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1424,LA,Louisiana,1,n/a,,,,,District Votes:,,,,,,"326,788",,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1425,LA,Louisiana,1,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1426,LA,Louisiana,2,H8LA02054,(I),Cedric,Richmond,"Richmond, Cedric",,D,,,,,"198,289",69.75%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1427,LA,Louisiana,2,H6LA02215,,"Melvin L. Kip""""""elvi""",Holden,"Holden, Melvin L. Kip""""""olde""",,D,,,,,"57,125",20.10%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1428,LA,Louisiana,2,H6LA02223,,Kenneth,Cutno,"Cutno, Kenneth",,D,,,,,"28,855",10.15%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1429,LA,Louisiana,2,n/a,,,,,District Votes:,,,,,,"284,269",,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1430,LA,Louisiana,2,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1431,LA,Louisiana,3,H6LA03148,,Clay,Higgins,"Higgins, Clay",,R,,,,,"84,912",26.50%,"77,671",56.11%,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1432,LA,Louisiana,3,H6LA03130,,Scott A.,Angelle,"Angelle, Scott A.",,R,,,,,"91,532",28.56%,"60,762",43.89%,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1433,LA,Louisiana,3,H6LA03163,,"Jacob Dorian Phibian""""""acob ""Dorian Ph""""cob ""Dori""""ob """"""""",Hebert,"Hebert, Jacob Dorian Phibian""""""ebert"," Jacob ""D""""b""",,D,,,,,"28,385",8.86%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
1434,LA,Louisiana,3,H6LA03155,,Larry,Rader,"Rader, Larry",,D,,,,,"27,830",8.68%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1435,LA,Louisiana,3,H6LA03122,,Gus,Rantz,"Rantz, Gus",,R,,,,,"25,662",8.01%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1436,LA,Louisiana,3,H6LA03098,,"Greg""""""Greg""""""""",Ellison,"Ellison, Greg""""""lliso""",,R,,,,,"24,882",7.76%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
1437,LA,Louisiana,3,H6LA03106,,Brett,Geymann,"Geymann, Brett",,R,,,,,"21,607",6.74%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary.",
